"Frequency";"S11-S-Real";"S11-S-Imaginary";"S21-S-Real";"S21-S-Imaginary"
"2e+09";"-0.59808865050755";"0.3111836543025721";"0.03149836546484983";"-0.012672689147688333"
"2001014016";"-0.5782856980865955";"0.38112349700016784";"0.028264822247157824";"-0.019322524727099836"
"2002028416";"-0.5359932253653866";"0.4380207522741774";"0.03207552715777364";"-0.02322998299605008"
"2003043456";"-0.4986973237384766";"0.49669949860487356";"0.02869373192293228";"-0.030214954683856144"
"2004058880";"-0.45808969768542096";"0.5618074893917362";"0.027171406045396997";"-0.028636322678926667"
"2005074688";"-0.408079528289729";"0.6073419942556347";"0.025412148804351425";"-0.028993839629334207"
"2006091136";"-0.3583688233085831";"0.6688843180210025";"0.023229050370099796";"-0.029905350633939703"
"2007108224";"-0.2780555143091599";"0.6950562948415865";"0.021136233205923373";"-0.025861471981737064"
"2008125824";"-0.2129323229462591";"0.7393010997316574";"0.0199319701646659";"-0.03297350088536031"
"2009143808";"-0.11683180454038612";"0.743886304504814";"0.01693120183193659";"-0.036511394854500126"
"2010162304";"-0.03192523986918556";"0.7407525819249724";"0.015749311106163767";"-0.03991745644453906"
"2011181312";"0.06378175748328849";"0.7351290829885005";"0.014769845190955403";"-0.03548719372469842"
"2012201088";"0.12681730605652547";"0.7121808292999342";"0.010498825731589556";"-0.03814766226871109"
"2013220992";"0.1989917764072641";"0.6828808070087258";"0.00823188163018736";"-0.04333373884860522"
"2014241664";"0.2828216951367946";"0.6620931665433484";"0.0030849692267045374";"-0.041106910362265256"
"2015262848";"0.3450464128717869";"0.6224201884273868";"0.0003613425351387461";"-0.04135403884155586"
"2016284416";"0.42374378401274704";"0.574123029663987";"-0.00398141835446325";"-0.03672673154645578"
"2017306752";"0.4825832327802033";"0.5037481879188047";"-0.0071813791278462795";"-0.03250356936606741"
"2018329344";"0.5496179871821556";"0.44802337411219884";"-0.013107903492148708";"-0.031556597804098634"
"2019352704";"0.5762170097947175";"0.3812436610829426";"-0.013499364433139847";"-0.03244476190891443"
"2020376448";"0.6207333844937523";"0.3118394910751469";"-0.015154015715861944";"-0.0343277284973859"
"2021400704";"0.6554869718617361";"0.23176279702132224";"-0.014135026528794972";"-0.030201279983907207"
